run,policyAlpha,questionerAlpha,R1Alpha,relevanceBetaR0,relevanceBetaR1,costWeight,questionCost,utilTarget,utilCompetitor,utilSameCat,utilOtherCat,support,prob
1,2.50147541903425,4.144700067816302,2.751348145538941,0,0.967180823427625,0.780279713566415,0.24069789454806595,8.53747018460772,7.594247131150671,5.631136390092982,0.950994395421358,no.competitor,0.8790247494454582
1,2.50147541903425,4.144700067816302,2.751348145538941,0,0.967180823427625,0.780279713566415,0.24069789454806595,8.53747018460772,7.594247131150671,5.631136390092982,0.950994395421358,no.competitor+sameCat,0.10707764812749387
1,2.50147541903425,4.144700067816302,2.751348145538941,0,0.967180823427625,0.780279713566415,0.24069789454806595,8.53747018460772,7.594247131150671,5.631136390092982,0.950994395421358,no.competitor+sameCat+otherCat,0.013551185451263948
1,2.50147541903425,4.144700067816302,2.751348145538941,0,0.967180823427625,0.780279713566415,0.24069789454806595,8.53747018460772,7.594247131150671,5.631136390092982,0.950994395421358,no.---,3.4167032350972224e-4
1,2.50147541903425,4.144700067816302,2.751348145538941,0,0.967180823427625,0.780279713566415,0.24069789454806595,8.53747018460772,7.594247131150671,5.631136390092982,0.950994395421358,no.otherCat,4.74665227430714e-6
2,2.417650550371036,3.9419343709014356,3.2309402365935966,0,0.9503505401080474,0.6879052193835378,0.2263000265462324,6.8917396297753655,6.117813487248363,4.765239545308949,1.5827880333485598,no.competitor,0.8880894883063777
2,2.417650550371036,3.9419343709014356,3.2309402365935966,0,0.9503505401080474,0.6879052193835378,0.2263000265462324,6.8917396297753655,6.117813487248363,4.765239545308949,1.5827880333485598,no.competitor+sameCat,0.09886452362564077
2,2.417650550371036,3.9419343709014356,3.2309402365935966,0,0.9503505401080474,0.6879052193835378,0.2263000265462324,6.8917396297753655,6.117813487248363,4.765239545308949,1.5827880333485598,no.competitor+sameCat+otherCat,0.012807709191659473
2,2.417650550371036,3.9419343709014356,3.2309402365935966,0,0.9503505401080474,0.6879052193835378,0.2263000265462324,6.8917396297753655,6.117813487248363,4.765239545308949,1.5827880333485598,no.---,2.366874892073203e-4
2,2.417650550371036,3.9419343709014356,3.2309402365935966,0,0.9503505401080474,0.6879052193835378,0.2263000265462324,6.8917396297753655,6.117813487248363,4.765239545308949,1.5827880333485598,no.otherCat,1.5913871149333814e-6
3,2.646422505727969,3.85123370133806,3.129539276706055,0,0.9646973673673346,0.8250504540046677,0.27199861041735857,6.874742010197255,6.378778426866081,4.870836922233625,1.2349188344693487,no.competitor,0.9227149541229923
3,2.646422505727969,3.85123370133806,3.129539276706055,0,0.9646973673673346,0.8250504540046677,0.27199861041735857,6.874742010197255,6.378778426866081,4.870836922233625,1.2349188344693487,no.competitor+sameCat,0.0703352179889757
3,2.646422505727969,3.85123370133806,3.129539276706055,0,0.9646973673673346,0.8250504540046677,0.27199861041735857,6.874742010197255,6.378778426866081,4.870836922233625,1.2349188344693487,no.competitor+sameCat+otherCat,0.005822168676781544
3,2.646422505727969,3.85123370133806,3.129539276706055,0,0.9646973673673346,0.8250504540046677,0.27199861041735857,6.874742010197255,6.378778426866081,4.870836922233625,1.2349188344693487,no.---,0.0011140566498767835
3,2.646422505727969,3.85123370133806,3.129539276706055,0,0.9646973673673346,0.8250504540046677,0.27199861041735857,6.874742010197255,6.378778426866081,4.870836922233625,1.2349188344693487,no.otherCat,1.360256137372951e-5
4,2.655884306295775,4.108612777548842,3.073723416775465,0,0.9689858866110443,0.6207872097147629,0.23806837720330803,7.550845399234877,7.167089030030357,4.819415206071971,1.1199411776314843,no.competitor,0.8363631731338128
4,2.655884306295775,4.108612777548842,3.073723416775465,0,0.9689858866110443,0.6207872097147629,0.23806837720330803,7.550845399234877,7.167089030030357,4.819415206071971,1.1199411776314843,no.competitor+sameCat,0.1398932844533381
4,2.655884306295775,4.108612777548842,3.073723416775465,0,0.9689858866110443,0.6207872097147629,0.23806837720330803,7.550845399234877,7.167089030030357,4.819415206071971,1.1199411776314843,no.competitor+sameCat+otherCat,0.023721133532831694
4,2.655884306295775,4.108612777548842,3.073723416775465,0,0.9689858866110443,0.6207872097147629,0.23806837720330803,7.550845399234877,7.167089030030357,4.819415206071971,1.1199411776314843,no.---,2.2360564605786355e-5
4,2.655884306295775,4.108612777548842,3.073723416775465,0,0.9689858866110443,0.6207872097147629,0.23806837720330803,7.550845399234877,7.167089030030357,4.819415206071971,1.1199411776314843,no.otherCat,4.831541173903309e-8
5,2.632119075395167,3.854358031414449,2.9875505074160174,0,0.9586391775729134,0.7074538526358083,0.2910102543886751,7.060637398252784,6.151552353270718,4.691188173360732,0.351225732241634,no.competitor,0.8741023519038431
5,2.632119075395167,3.854358031414449,2.9875505074160174,0,0.9586391775729134,0.7074538526358083,0.2910102543886751,7.060637398252784,6.151552353270718,4.691188173360732,0.351225732241634,no.competitor+sameCat,0.11018886583149776
5,2.632119075395167,3.854358031414449,2.9875505074160174,0,0.9586391775729134,0.7074538526358083,0.2910102543886751,7.060637398252784,6.151552353270718,4.691188173360732,0.351225732241634,no.competitor+sameCat+otherCat,0.01516176098217526
5,2.632119075395167,3.854358031414449,2.9875505074160174,0,0.9586391775729134,0.7074538526358083,0.2910102543886751,7.060637398252784,6.151552353270718,4.691188173360732,0.351225732241634,no.---,5.407220713817531e-4
5,2.632119075395167,3.854358031414449,2.9875505074160174,0,0.9586391775729134,0.7074538526358083,0.2910102543886751,7.060637398252784,6.151552353270718,4.691188173360732,0.351225732241634,no.otherCat,6.29921110218293e-6
6,2.516696148435585,3.9754478173563257,3.058500418555923,0,0.9596658545499667,0.608724789111875,0.20023689619265497,6.919309368210017,5.232432311227232,3.4807261172890263,1.337783481305379,no.competitor,0.8276943094073863
6,2.516696148435585,3.9754478173563257,3.058500418555923,0,0.9596658545499667,0.608724789111875,0.20023689619265497,6.919309368210017,5.232432311227232,3.4807261172890263,1.337783481305379,no.competitor+sameCat,0.14487899730593656
6,2.516696148435585,3.9754478173563257,3.058500418555923,0,0.9596658545499667,0.608724789111875,0.20023689619265497,6.919309368210017,5.232432311227232,3.4807261172890263,1.337783481305379,no.competitor+sameCat+otherCat,0.02695684932720535
6,2.516696148435585,3.9754478173563257,3.058500418555923,0,0.9596658545499667,0.608724789111875,0.20023689619265497,6.919309368210017,5.232432311227232,3.4807261172890263,1.337783481305379,no.---,4.6419382446435985e-4
6,2.516696148435585,3.9754478173563257,3.058500418555923,0,0.9596658545499667,0.608724789111875,0.20023689619265497,6.919309368210017,5.232432311227232,3.4807261172890263,1.337783481305379,no.otherCat,5.650135007348558e-6
7,2.4323375539388508,4.233217217493802,2.7568466213997453,0,0.9688702226011082,0.814279003883712,0.29491383519489317,6.033742064570482,5.653972005440717,3.5888777975792068,1.6092294503332778,no.competitor,0.8862219092983784
7,2.4323375539388508,4.233217217493802,2.7568466213997453,0,0.9688702226011082,0.814279003883712,0.29491383519489317,6.033742064570482,5.653972005440717,3.5888777975792068,1.6092294503332778,no.competitor+sameCat,0.0973157802593798
7,2.4323375539388508,4.233217217493802,2.7568466213997453,0,0.9688702226011082,0.814279003883712,0.29491383519489317,6.033742064570482,5.653972005440717,3.5888777975792068,1.6092294503332778,no.competitor+sameCat+otherCat,0.01106761120530797
7,2.4323375539388508,4.233217217493802,2.7568466213997453,0,0.9688702226011082,0.814279003883712,0.29491383519489317,6.033742064570482,5.653972005440717,3.5888777975792068,1.6092294503332778,no.---,0.005285663966879068
7,2.4323375539388508,4.233217217493802,2.7568466213997453,0,0.9688702226011082,0.814279003883712,0.29491383519489317,6.033742064570482,5.653972005440717,3.5888777975792068,1.6092294503332778,no.otherCat,1.0903527005487175e-4
8,2.3012908084783703,3.7764795516850427,3.078189702471718,0,0.9674030521232635,0.8680373608367518,0.23677934731822461,6.575916606417514,6.076482323408298,2.816042807981121,0.8892483453378957,no.competitor,0.923157386314242
8,2.3012908084783703,3.7764795516850427,3.078189702471718,0,0.9674030521232635,0.8680373608367518,0.23677934731822461,6.575916606417514,6.076482323408298,2.816042807981121,0.8892483453378957,no.competitor+sameCat,0.06862263825171307
